timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-07-28T20:19:59,codecarbon,d8f1e93e-d48d-4ba6-9a20-6d13c5654ceb,0.0456781387329101,6.669191750017062e-07,1.4600401712979708e-05,140.0,0.0,2.9038896560668945,1.7705029911465117e-06,0,3.620810092930545e-08,1.806711092075817e-06,United States,USA,virginia,,,Linux-6.5.0-1022-azure-x86_64-with-glibc2.31,3.9.2,2.5.0,2,AMD EPYC 7763 64-Core Processor,,,-78.1539,38.7095,7.743705749511719,machine,N,1.0
2024-07-28T20:22:16,codecarbon,50144ccd-1d8d-422d-89d6-a0f86d9c4315,0.0620069503784179,9.059966952487248e-07,1.4611211964458494e-05,140.0,0.0,2.9038896560668945,2.4050672849019367e-06,0,4.93145053438108e-08,2.4543817902457475e-06,United States,USA,virginia,,,Linux-6.5.0-1022-azure-x86_64-with-glibc2.31,3.9.2,2.5.0,2,AMD EPYC 7763 64-Core Processor,,,-78.1539,38.7095,7.743705749511719,machine,N,1.0
2024-07-28T20:32:48,codecarbon,0efe79d0-dfb4-45a6-aab7-0f25916682a9,0.048864126205444336,7.13911117748976e-07,1.4610127575952305e-05,140.0,0.0,2.9038896560668945,1.8951349788241918e-06,0,3.887919191849202e-08,1.934014170742684e-06,United States,USA,virginia,,,Linux-6.5.0-1022-azure-x86_64-with-glibc2.31,3.9.2,2.5.0,2,AMD EPYC 7763 64-Core Processor,,,-78.1539,38.7095,7.743705749511719,machine,N,1.0
